ordering,seed,normalized_utility,selected_ues,resolved,rounds,switches,measured_switches,completion_switches,completion_domains,cumulative_masked_assignments,gap_decisions,non_yielding_retention_decisions,priority_completion_decisions,repaired_state_priority_decisions,unresolved_conflicts
random_15,31,99.74866760114215,46,True,11,11,11,0,0,0,8,3,0,0,0
random_16,31,99.74866760114215,46,True,11,11,11,0,0,0,8,3,0,0,0
random_17,31,99.71858834259677,46,True,11,11,11,0,0,0,8,3,0,0,0
random_18,31,99.74866760114215,46,True,11,11,11,0,0,0,7,4,0,0,0
random_19,31,99.71858834259677,46,True,11,11,11,0,0,0,8,3,0,0,0
ascending,32,100.00000000000001,46,True,6,6,6,0,0,0,5,1,0,0,0
descending,32,100.00000000000001,46,True,6,6,6,0,0,0,6,0,0,0,0
random_00,32,99.84631130106152,46,True,7,7,7,0,0,0,6,1,0,0,0
random_01,32,99.84631130106152,46,True,7,7,7,0,0,0,7,0,0,0,0
random_02,32,100.00000000000001,46,True,6,6,6,0,0,0,5,1,0,0,0
random_03,32,100.00000000000001,46,True,6,6,6,0,0,0,6,0,0,0,0
random_04,32,99.84631130106152,46,True,7,7,7,0,0,0,6,1,0,0,0
random_05,32,99.84631130106152,46,True,7,7,7,0,0,0,7,0,0,0,0
random_06,32,100.00000000000001,46,True,6,6,6,0,0,0,5,1,0,0,0
random_07,32,99.84631130106152,46,True,7,7,7,0,0,0,7,0,0,0,0
random_08,32,100.00000000000001,46,True,6,6,6,0,0,0,6,0,0,0,0
random_09,32,100.00000000000001,46,True,6,6,6,0,0,0,6,0,0,0,0
random_10,32,100.00000000000001,46,True,6,6,6,0,0,0,6,0,0,0,0
random_11,32,99.84631130106152,46,True,7,7,7,0,0,0,7,0,0,0,0
random_12,32,100.00000000000001,46,True,6,6,6,0,0,0,5,1,0,0,0
random_13,32,100.00000000000001,46,True,6,6,6,0,0,0,6,0,0,0,0
random_14,32,100.00000000000001,46,True,6,6,6,0,0,0,5,1,0,0,0
random_15,32,99.84631130106152,46,True,7,7,7,0,0,0,7,0,0,0,0
random_16,32,100.00000000000001,46,True,6,6,6,0,0,0,6,0,0,0,0
random_17,32,99.84631130106152,46,True,7,7,7,0,0,0,6,1,0,0,0
random_18,32,100.00000000000001,46,True,6,6,6,0,0,0,6,0,0,0,0
random_19,32,100.00000000000001,46,True,6,6,6,0,0,0,6,0,0,0,0
ascending,33,97.16215876108257,56,True,12,12,11,1,1,2,5,6,1,0,0
descending,33,95.77081190259194,54,True,12,12,9,3,2,5,5,4,3,0,0
random_00,33,95.77081190259194,54,True,12,12,10,2,2,4,6,4,2,0,0
random_01,33,95.44213075236304,56,True,14,14,12,2,1,7,8,4,2,0,0
random_02,33,97.1216997572742,55,True,12,12,10,2,1,3,5,5,2,0,0
random_03,33,97.28507482859132,56,True,10,10,8,2,1,3,4,4,2,0,0
random_04,33,95.77081190259194,54,True,12,12,10,2,2,4,5,5,2,0,0
random_05,33,95.76666642663044,55,True,14,14,13,1,1,3,7,6,1,0,0
random_06,33,95.76666642663044,55,True,14,14,12,2,1,5,7,5,2,0,0
random_07,33,96.67424801549805,56,True,14,14,11,3,1,6,7,4,3,0,0
random_08,33,96.07542875699508,55,True,11,11,9,2,2,4,5,4,2,0,0
random_09,33,95.76666642663044,55,True,14,14,13,1,1,3,7,6,1,0,0
random_10,33,96.67424801549805,56,True,14,14,12,2,1,5,7,5,2,0,0
random_11,33,97.28507482859132,56,True,10,10,8,2,1,3,4,4,2,0,0
random_12,33,96.99878368976545,55,True,14,14,12,2,1,3,6,6,2,0,0
random_13,33,96.67424801549805,56,True,14,14,11,3,1,6,7,4,3,0,0
random_14,33,97.1216997572742,55,True,12,12,10,2,1,3,5,5,2,0,0
random_15,33,95.8112709064003,55,True,12,12,9,3,2,5,5,4,3,0,0
random_16,33,95.77081190259194,54,True,12,12,10,2,2,4,6,4,2,0,0
random_17,33,97.1216997572742,55,True,12,12,10,2,1,3,5,5,2,0,0
random_18,33,95.5650468198718,56,True,12,12,10,2,1,7,7,3,2,0,0
random_19,33,97.16215876108257,56,True,12,12,11,1,1,2,5,6,1,0,0
ascending,34,99.85858354396119,49,True,9,9,9,0,0,0,6,3,0,0,0
descending,34,99.8426671168283,50,True,10,10,10,0,0,0,7,3,0,0,0
random_00,34,99.85858354396119,49,True,9,9,9,0,0,0,6,3,0,0,0
random_01,34,99.85858354396119,49,True,9,9,9,0,0,0,7,2,0,0,0
random_02,34,99.85858354396119,49,True,8,8,8,0,0,0,6,2,0,0,0
random_03,34,99.8426671168283,50,True,10,10,10,0,0,0,8,2,0,0,0
random_04,34,99.8426671168283,50,True,10,10,10,0,0,0,6,4,0,0,0
random_05,34,99.8426671168283,50,True,10,10,10,0,0,0,7,3,0,0,0
random_06,34,99.8426671168283,50,True,10,10,10,0,0,0,8,2,0,0,0
random_07,34,99.8426671168283,50,True,10,10,10,0,0,0,8,2,0,0,0
random_08,34,99.8426671168283,50,True,10,10,10,0,0,0,7,3,0,0,0
random_09,34,99.8426671168283,50,True,10,10,10,0,0,0,6,4,0,0,0
random_10,34,99.85858354396119,49,True,9,9,9,0,0,0,6,3,0,0,0
random_11,34,99.85858354396119,49,True,9,9,9,0,0,0,6,3,0,0,0
random_12,34,99.8426671168283,50,True,10,10,10,0,0,0,7,3,0,0,0
random_13,34,99.8426671168283,50,True,10,10,10,0,0,0,6,4,0,0,0
random_14,34,99.85858354396119,49,True,9,9,9,0,0,0,5,4,0,0,0
random_15,34,99.8426671168283,50,True,10,10,10,0,0,0,8,2,0,0,0
random_16,34,99.85858354396119,49,True,9,9,9,0,0,0,7,2,0,0,0
random_17,34,99.8426671168283,50,True,10,10,10,0,0,0,8,2,0,0,0
random_18,34,99.85858354396119,49,True,9,9,9,0,0,0,6,3,0,0,0
random_19,34,99.85858354396119,49,True,9,9,9,0,0,0,6,3,0,0,0
ascending,35,94.85427982404643,53,True,11,11,8,3,3,4,4,4,3,0,0
descending,35,95.31126997238293,52,True,11,11,9,2,2,4,6,3,2,0,0
random_00,35,97.76660900650154,55,True,11,11,10,1,1,2,4,6,1,0,0
random_01,35,95.17327705711942,53,True,11,11,9,2,2,4,6,3,2,0,0
random_02,35,95.31126997238293,52,True,11,11,9,2,2,4,5,4,2,0,0
random_03,35,95.17327705711942,53,True,11,11,9,2,2,4,4,5,2,0,0
random_04,35,94.85427982404643,53,True,11,11,8,3,3,4,6,2,3,0,0
random_05,35,94.99227273930993,52,True,11,11,8,3,3,4,6,2,3,0,0
random_06,35,95.31126997238293,52,True,10,10,8,2,2,4,4,4,2,0,0
random_07,35,94.85427982404643,53,True,11,11,8,3,3,4,6,2,3,0,0
random_08,35,95.17327705711942,53,True,11,11,9,2,2,4,3,6,2,0,0
random_09,35,95.17327705711942,53,True,11,11,9,2,2,4,3,6,2,0,0
random_10,35,95.31126997238293,52,True,10,10,8,2,2,4,5,3,2,0,0
random_11,35,95.31126997238293,52,True,11,11,9,2,2,4,5,4,2,0,0
random_12,35,95.31126997238293,52,True,11,11,9,2,2,4,5,4,2,0,0
random_13,35,95.31126997238293,52,True,11,11,9,2,2,4,5,4,2,0,0
random_14,35,94.99227273930993,52,True,10,10,7,3,3,4,5,2,3,0,0
random_15,35,94.85427982404643,53,True,11,11,8,3,3,4,6,2,3,0,0
random_16,35,95.17327705711942,53,True,11,11,9,2,2,4,5,4,2,0,0
random_17,35,97.90460192176505,54,True,11,11,10,1,1,2,5,5,1,0,0
random_18,35,95.17327705711942,53,True,11,11,9,2,2,4,5,4,2,0,0
random_19,35,97.76660900650154,55,True,11,11,10,1,1,2,3,7,1,0,0
ascending,36,96.09067101956614,48,True,9,9,8,1,1,2,4,4,1,0,0
descending,36,96.09067101956614,48,True,9,9,8,1,1,2,5,3,1,0,0
random_00,36,96.09067101956614,48,True,9,9,8,1,1,2,4,4,1,0,0
random_01,36,96.09067101956614,48,True,9,9,8,1,1,2,5,3,1,0,0
random_02,36,96.09067101956614,48,True,9,9,8,1,1,2,5,3,1,0,0
random_03,36,96.09067101956614,48,True,9,9,8,1,1,2,5,3,1,0,0
random_04,36,96.09067101956614,48,True,9,9,8,1,1,2,5,3,1,0,0
random_05,36,96.09067101956614,48,True,9,9,8,1,1,2,5,3,1,0,0
random_06,36,96.09067101956614,48,True,9,9,8,1,1,2,4,4,1,0,0
random_07,36,96.09067101956614,48,True,9,9,8,1,1,2,5,3,1,0,0
random_08,36,96.09067101956614,48,True,9,9,8,1,1,2,4,4,1,0,0
random_09,36,96.09067101956614,48,True,9,9,8,1,1,2,4,4,1,0,0
random_10,36,96.09067101956614,48,True,9,9,8,1,1,2,4,4,1,0,0
random_11,36,96.09067101956614,48,True,9,9,8,1,1,2,5,3,1,0,0
random_12,36,96.09067101956614,48,True,9,9,8,1,1,2,4,4,1,0,0
random_13,36,96.09067101956614,48,True,9,9,8,1,1,2,4,4,1,0,0
random_14,36,96.09067101956614,48,True,9,9,8,1,1,2,4,4,1,0,0
random_15,36,96.09067101956614,48,True,9,9,8,1,1,2,4,4,1,0,0
random_16,36,96.09067101956614,48,True,9,9,8,1,1,2,5,3,1,0,0
random_17,36,96.09067101956614,48,True,9,9,8,1,1,2,5,3,1,0,0
random_18,36,96.09067101956614,48,True,9,9,8,1,1,2,5,3,1,0,0
random_19,36,96.09067101956614,48,True,9,9,8,1,1,2,5,3,1,0,0
ascending,37,89.95713567867979,46,True,10,10,7,3,3,5,5,2,3,0,0
descending,37,92.13799835753177,46,True,10,10,7,3,2,6,5,2,3,0,0
random_00,37,94.20765048426655,48,True,10,10,8,2,2,3,4,4,2,0,0
random_01,37,92.13799835753177,46,True,10,10,8,2,2,4,5,3,2,0,0
random_02,37,92.13799835753177,46,True,10,10,8,2,2,4,5,3,2,0,0
random_03,37,89.95713567867979,46,True,10,10,6,4,3,6,4,2,4,0,0
random_04,37,92.13799835753177,46,True,10,10,7,3,2,6,4,3,3,0,0
random_05,37,94.20765048426655,48,True,10,10,8,2,2,3,3,5,2,0,0
random_06,37,94.20765048426655,48,True,10,10,7,3,2,4,2,5,3,0,0
random_07,37,92.13799835753177,46,True,10,10,8,2,2,4,5,3,2,0,0
random_08,37,92.13799835753177,46,True,10,10,8,2,2,4,6,2,2,0,0
random_09,37,89.95713567867979,46,True,10,10,6,4,3,6,5,1,4,0,0
random_10,37,94.20765048426655,48,True,10,10,7,3,2,4,3,4,3,0,0
random_11,37,94.20765048426655,48,True,10,10,7,3,2,4,3,4,3,0,0
random_12,37,92.13799835753177,46,True,10,10,7,3,2,6,5,2,3,0,0
random_13,37,92.13799835753177,46,True,10,10,8,2,2,4,6,2,2,0,0
random_14,37,92.13799835753177,46,True,10,10,7,3,2,6,4,3,3,0,0
random_15,37,92.13799835753177,46,True,10,10,8,2,2,4,6,2,2,0,0
random_16,37,92.13799835753177,46,True,10,10,8,2,2,4,6,2,2,0,0
random_17,37,94.20765048426655,48,True,10,10,7,3,2,4,3,4,3,0,0
random_18,37,89.95713567867979,46,True,10,10,6,4,3,6,4,2,4,0,0
random_19,37,92.13799835753177,46,True,10,10,8,2,2,4,5,3,2,0,0
ascending,38,99.46859359940517,52,True,12,12,12,0,0,0,8,4,0,0,0
descending,38,99.9572748653052,52,True,11,11,11,0,0,0,7,4,0,0,0
random_00,38,99.2760719670186,52,True,12,12,12,0,0,0,6,6,0,0,0
random_01,38,99.2760719670186,52,True,12,12,12,0,0,0,6,6,0,0,0
random_02,38,99.46859359940517,52,True,12,12,12,0,0,0,7,5,0,0,0
random_03,38,99.46859359940517,52,True,12,12,12,0,0,0,7,5,0,0,0
random_04,38,99.94940869608688,52,True,12,12,12,0,0,0,7,5,0,0,0
random_05,38,99.46859359940517,52,True,12,12,12,0,0,0,7,5,0,0,0
random_06,38,99.46859359940517,52,True,12,12,12,0,0,0,6,6,0,0,0
random_07,38,99.46859359940517,52,True,12,12,12,0,0,0,8,4,0,0,0
random_08,38,99.94940869608688,52,True,12,12,12,0,0,0,7,5,0,0,0
random_09,38,99.46859359940517,52,True,12,12,12,0,0,0,7,5,0,0,0
random_10,38,99.94940869608688,52,True,12,12,12,0,0,0,7,5,0,0,0
random_11,38,99.46859359940517,52,True,12,12,12,0,0,0,7,5,0,0,0
random_12,38,99.46859359940517,52,True,12,12,12,0,0,0,5,7,0,0,0
random_13,38,99.9572748653052,52,True,11,11,11,0,0,0,6,5,0,0,0
random_14,38,99.9572748653052,52,True,11,11,11,0,0,0,7,4,0,0,0
random_15,38,99.9572748653052,52,True,11,11,11,0,0,0,6,5,0,0,0
random_16,38,99.76475323291865,52,True,11,11,11,0,0,0,7,4,0,0,0
random_17,38,99.94940869608688,52,True,12,12,12,0,0,0,8,4,0,0,0
random_18,38,99.9572748653052,52,True,11,11,11,0,0,0,7,4,0,0,0
random_19,38,99.2760719670186,52,True,12,12,12,0,0,0,6,6,0,0,0
ascending,39,97.54968756054326,49,True,9,9,8,1,1,1,5,3,1,0,0
descending,39,96.7733599035718,50,True,8,8,7,1,1,2,4,3,1,0,0
random_00,39,97.54968756054326,49,True,9,9,8,1,1,1,5,3,1,0,0
random_01,39,97.5785335898581,49,True,8,8,7,1,1,1,3,4,1,0,0
random_02,39,96.7733599035718,50,True,8,8,7,1,1,2,4,3,1,0,0
random_03,39,96.7572603082868,49,True,8,8,7,1,1,2,5,2,1,0,0
random_04,39,97.5785335898581,49,True,8,8,7,1,1,1,3,4,1,0,0
random_05,39,97.5785335898581,49,True,8,8,7,1,1,1,3,4,1,0,0
random_06,39,96.81329215870078,50,True,8,8,7,1,1,2,5,2,1,0,0
random_07,39,96.81329215870078,50,True,8,8,7,1,1,2,5,2,1,0,0
random_08,39,96.81329215870078,50,True,8,8,7,1,1,2,5,2,1,0,0
random_09,39,97.61846584498707,49,True,8,8,7,1,1,1,4,3,1,0,0
random_10,39,97.5785335898581,49,True,8,8,7,1,1,1,3,4,1,0,0
random_11,39,96.7733599035718,50,True,8,8,7,1,1,2,4,3,1,0,0
random_12,39,96.71732805315783,49,True,8,8,7,1,1,2,4,3,1,0,0
random_13,39,97.61846584498707,49,True,8,8,7,1,1,1,4,3,1,0,0
random_14,39,97.54968756054326,49,True,9,9,8,1,1,1,5,3,1,0,0
random_15,39,96.71732805315783,49,True,8,8,7,1,1,2,4,3,1,0,0
random_16,39,96.71732805315783,49,True,8,8,7,1,1,2,4,3,1,0,0
random_17,39,97.5785335898581,49,True,8,8,7,1,1,1,3,4,1,0,0
random_18,39,97.54968756054326,49,True,9,9,8,1,1,1,5,3,1,0,0
random_19,39,97.54968756054326,49,True,9,9,8,1,1,1,5,3,1,0,0
ascending,40,96.26067619474854,51,True,8,8,7,1,1,2,4,3,1,0,0
descending,40,95.96520107526268,51,True,8,8,6,2,2,3,5,1,2,0,0
random_00,40,96.26067619474854,51,True,8,8,7,1,1,2,3,4,1,0,0
random_01,40,95.96520107526268,51,True,8,8,6,2,2,3,5,1,2,0,0
random_02,40,95.96520107526268,51,True,8,8,6,2,2,3,5,1,2,0,0
random_03,40,95.96520107526268,51,True,8,8,6,2,2,3,5,1,2,0,0
random_04,40,95.96520107526268,51,True,8,8,6,2,2,3,5,1,2,0,0
random_05,40,96.26067619474854,51,True,8,8,7,1,1,2,3,4,1,0,0
random_06,40,96.26067619474854,51,True,8,8,7,1,1,2,4,3,1,0,0
random_07,40,96.26067619474854,51,True,8,8,7,1,1,2,4,3,1,0,0
random_08,40,95.96520107526268,51,True,8,8,6,2,2,3,5,1,2,0,0
random_09,40,96.26067619474854,51,True,8,8,7,1,1,2,3,4,1,0,0
random_10,40,96.26067619474854,51,True,8,8,7,1,1,2,3,4,1,0,0
random_11,40,96.26067619474854,51,True,8,8,7,1,1,2,4,3,1,0,0
random_12,40,96.26067619474854,51,True,8,8,7,1,1,2,3,4,1,0,0
random_13,40,95.96520107526268,51,True,8,8,6,2,2,3,5,1,2,0,0
random_14,40,96.26067619474854,51,True,8,8,7,1,1,2,3,4,1,0,0
random_15,40,95.96520107526268,51,True,8,8,6,2,2,3,5,1,2,0,0
random_16,40,95.96520107526268,51,True,8,8,6,2,2,3,5,1,2,0,0
random_17,40,95.96520107526268,51,True,8,8,6,2,2,3,5,1,2,0,0
random_18,40,95.96520107526268,51,True,8,8,6,2,2,3,5,1,2,0,0
random_19,40,95.96520107526268,51,True,8,8,6,2,2,3,5,1,2,0,0
ascending,41,99.87407690758003,52,True,12,12,12,0,0,0,4,8,0,0,0
descending,41,98.78345905175081,51,True,12,12,11,1,1,2,8,3,1,0,0
random_00,41,99.87407690758003,52,True,12,12,12,0,0,0,7,5,0,0,0
random_01,41,98.78345905175081,51,True,12,12,11,1,1,2,7,4,1,0,0
random_02,41,98.78345905175081,51,True,12,12,11,1,1,2,5,6,1,0,0
random_03,41,98.78345905175081,51,True,12,12,11,1,1,2,6,5,1,0,0
random_04,41,98.78345905175081,51,True,12,12,11,1,1,2,7,4,1,0,0
random_05,41,99.87407690758003,52,True,12,12,12,0,0,0,5,7,0,0,0
random_06,41,99.87407690758003,52,True,12,12,12,0,0,0,5,7,0,0,0
random_07,41,98.78345905175081,51,True,12,12,11,1,1,2,6,5,1,0,0
random_08,41,99.87407690758003,52,True,12,12,12,0,0,0,6,6,0,0,0
random_09,41,99.87407690758003,52,True,12,12,12,0,0,0,4,8,0,0,0
random_10,41,99.87407690758003,52,True,12,12,12,0,0,0,5,7,0,0,0
random_11,41,98.78345905175081,51,True,12,12,11,1,1,2,6,5,1,0,0
random_12,41,99.87407690758003,52,True,12,12,12,0,0,0,5,7,0,0,0
random_13,41,98.78345905175081,51,True,12,12,11,1,1,2,6,5,1,0,0
random_14,41,98.78345905175081,51,True,12,12,11,1,1,2,5,6,1,0,0
random_15,41,98.78345905175081,51,True,12,12,11,1,1,2,6,5,1,0,0
random_16,41,98.78345905175081,51,True,12,12,11,1,1,2,5,6,1,0,0
random_17,41,98.78345905175081,51,True,12,12,11,1,1,2,6,5,1,0,0
random_18,41,98.78345905175081,51,True,12,12,11,1,1,2,6,5,1,0,0
random_19,41,98.78345905175081,51,True,12,12,11,1,1,2,7,4,1,0,0
ascending,42,95.01329465856566,48,True,7,7,5,2,2,3,1,4,2,0,0
descending,42,92.77786903568865,48,True,7,7,5,2,2,4,4,1,2,0,0
random_00,42,95.01329465856566,48,True,7,7,5,2,2,3,2,3,2,0,0
random_01,42,95.01329465856566,48,True,7,7,5,2,2,3,1,4,2,0,0
random_02,42,94.8169500531383,49,True,7,7,5,2,2,3,2,3,2,0,0
random_03,42,92.974213641116,47,True,7,7,5,2,2,4,4,1,2,0,0
random_04,42,92.88684936066936,49,True,7,7,5,2,2,3,3,2,2,0,0
random_05,42,92.88684936066936,49,True,7,7,5,2,2,3,3,2,2,0,0
random_06,42,94.8169500531383,49,True,7,7,5,2,2,3,1,4,2,0,0
random_07,42,95.04997836288123,48,True,7,7,5,2,2,3,3,2,2,0,0
random_08,42,92.77786903568865,48,True,7,7,5,2,2,4,4,1,2,0,0
random_09,42,95.01329465856566,48,True,7,7,5,2,2,3,2,3,2,0,0
random_10,42,94.8169500531383,49,True,7,7,5,2,2,3,1,4,2,0,0
random_11,42,94.8169500531383,49,True,7,7,5,2,2,3,1,4,2,0,0
random_12,42,94.8169500531383,49,True,7,7,5,2,2,3,2,3,2,0,0
random_13,42,92.974213641116,47,True,7,7,5,2,2,4,4,1,2,0,0
random_14,42,92.88684936066936,49,True,7,7,5,2,2,3,3,2,2,0,0
random_15,42,95.04997836288123,48,True,7,7,5,2,2,3,3,2,2,0,0
random_16,42,93.08319396609673,48,True,7,7,5,2,2,3,2,3,2,0,0
random_17,42,92.77786903568865,48,True,7,7,5,2,2,4,4,1,2,0,0
random_18,42,95.01329465856566,48,True,7,7,5,2,2,3,1,4,2,0,0
random_19,42,94.8169500531383,49,True,7,7,5,2,2,3,2,3,2,0,0
ascending,43,94.13928160280416,46,True,10,10,8,2,2,3,4,4,2,0,0
descending,43,95.67006368170769,46,True,10,10,7,3,2,4,5,2,3,0,0
random_00,43,92.0717739865952,45,True,10,10,8,2,2,3,5,3,2,0,0
random_01,43,94.13928160280416,46,True,10,10,8,2,2,3,4,4,2,0,0
random_02,43,97.48879714922988,48,True,10,10,9,1,1,1,4,5,1,0,0
random_03,43,92.32054813528197,44,True,10,10,7,3,3,5,4,3,3,0,0
random_04,43,97.48879714922988,48,True,10,10,9,1,1,1,4,5,1,0,0
random_05,43,94.13928160280416,46,True,10,10,8,2,2,3,5,3,2,0,0
random_06,43,94.13928160280416,46,True,10,10,8,2,2,3,4,4,2,0,0
random_07,43,95.67006368170769,46,True,10,10,8,2,2,3,5,3,2,0,0
random_08,43,92.0717739865952,45,True,10,10,8,2,2,3,4,4,2,0,0
random_09,43,95.67006368170769,46,True,10,10,8,2,2,3,5,3,2,0,0
random_10,43,92.0717739865952,45,True,10,10,8,2,2,3,5,3,2,0,0
random_11,43,94.13928160280416,46,True,10,10,8,2,2,3,5,3,2,0,0
random_12,43,97.48879714922988,48,True,10,10,9,1,1,1,5,4,1,0,0
random_13,43,97.48879714922988,48,True,10,10,9,1,1,1,3,6,1,0,0
random_14,43,94.13928160280416,46,True,10,10,8,2,2,3,5,3,2,0,0
random_15,43,92.0717739865952,45,True,10,10,8,2,2,3,4,4,2,0,0
random_16,43,97.48879714922988,48,True,10,10,9,1,1,1,5,4,1,0,0
random_17,43,97.48879714922988,48,True,10,10,9,1,1,1,5,4,1,0,0
random_18,43,94.13928160280416,46,True,10,10,8,2,2,3,5,3,2,0,0
random_19,43,97.48879714922988,48,True,10,10,9,1,1,1,5,4,1,0,0
ascending,44,91.8712141832694,48,True,9,9,6,3,3,4,2,4,3,0,0
descending,44,97.67089969853002,50,True,10,10,9,1,1,1,5,4,1,0,0
random_00,44,95.49667103894157,50,True,9,9,7,2,2,3,4,3,2,0,0
random_01,44,97.67089969853002,50,True,10,10,9,1,1,1,5,4,1,0,0
random_02,44,91.7881900915836,48,True,10,10,7,3,3,4,5,2,3,0,0
random_03,44,97.67089969853002,50,True,10,10,9,1,1,1,4,5,1,0,0
random_04,44,95.49667103894157,50,True,9,9,7,2,2,3,4,3,2,0,0
random_05,44,95.49667103894157,50,True,9,9,7,2,2,3,4,3,2,0,0
random_06,44,95.49667103894157,50,True,9,9,7,2,2,3,4,3,2,0,0
random_07,44,97.67089969853002,50,True,10,10,9,1,1,1,4,5,1,0,0
random_08,44,97.67089969853002,50,True,10,10,9,1,1,1,4,5,1,0,0
random_09,44,97.67089969853002,50,True,10,10,9,1,1,1,4,5,1,0,0
random_10,44,95.49667103894157,50,True,9,9,7,2,2,3,4,3,2,0,0
random_11,44,97.67089969853002,50,True,10,10,9,1,1,1,3,6,1,0,0
random_12,44,97.67089969853002,50,True,10,10,9,1,1,1,3,6,1,0,0
random_13,44,91.8712141832694,48,True,9,9,6,3,3,4,3,3,3,0,0
random_14,44,97.67089969853002,50,True,10,10,9,1,1,1,4,5,1,0,0
random_15,44,91.7881900915836,48,True,10,10,7,3,3,4,3,4,3,0,0
random_16,44,97.67089969853002,50,True,10,10,9,1,1,1,4,5,1,0,0
random_17,44,91.8712141832694,48,True,9,9,6,3,3,4,2,4,3,0,0
random_18,44,95.57969513062739,50,True,8,8,6,2,2,3,2,4,2,0,0
random_19,44,95.49667103894157,50,True,9,9,7,2,2,3,3,4,2,0,0
ascending,45,96.94262505312302,49,True,7,7,5,2,2,2,4,1,2,0,0
descending,45,99.75678662473081,51,True,8,8,8,0,0,0,2,6,0,0,0
random_00,45,98.96133451860507,50,True,8,8,7,1,1,1,3,4,1,0,0
random_01,45,99.75678662473081,51,True,8,8,8,0,0,0,2,6,0,0,0
random_02,45,96.94262505312302,49,True,7,7,5,2,2,2,4,1,2,0,0
random_03,45,99.75678662473081,51,True,8,8,8,0,0,0,2,6,0,0,0
random_04,45,96.94262505312302,49,True,7,7,5,2,2,2,4,1,2,0,0
random_05,45,97.7380771592488,50,True,7,7,6,1,1,1,3,3,1,0,0
random_06,45,96.94262505312302,49,True,7,7,5,2,2,2,4,1,2,0,0
random_07,45,99.75678662473081,51,True,8,8,8,0,0,0,2,6,0,0,0
random_08,45,97.7380771592488,50,True,7,7,6,1,1,1,3,3,1,0,0
random_09,45,99.75678662473081,51,True,8,8,8,0,0,0,2,6,0,0,0
random_10,45,97.7380771592488,50,True,7,7,6,1,1,1,3,3,1,0,0
random_11,45,99.75678662473081,51,True,8,8,8,0,0,0,2,6,0,0,0
random_12,45,99.75678662473081,51,True,8,8,8,0,0,0,2,6,0,0,0
random_13,45,98.96133451860507,50,True,8,8,7,1,1,1,3,4,1,0,0
random_14,45,99.75678662473081,51,True,8,8,8,0,0,0,2,6,0,0,0
random_15,45,97.7380771592488,50,True,7,7,6,1,1,1,3,3,1,0,0
random_16,45,98.96133451860507,50,True,8,8,7,1,1,1,3,4,1,0,0
random_17,45,98.96133451860507,50,True,8,8,7,1,1,1,3,4,1,0,0
random_18,45,98.96133451860507,50,True,8,8,7,1,1,1,3,4,1,0,0
random_19,45,97.7380771592488,50,True,7,7,6,1,1,1,3,3,1,0,0
ascending,46,98.92536320032835,53,True,10,10,10,0,0,0,3,7,0,0,0
descending,46,97.2042297936869,52,True,6,6,5,1,1,1,5,0,1,0,0
random_00,46,98.92536320032835,53,True,10,10,10,0,0,0,5,5,0,0,0
random_01,46,96.71159433069381,51,True,9,9,8,1,1,2,4,4,1,0,0
random_02,46,96.71159433069381,51,True,9,9,8,1,1,2,5,3,1,0,0
random_03,46,97.2042297936869,52,True,6,6,5,1,1,1,5,0,1,0,0
random_04,46,97.2042297936869,52,True,6,6,5,1,1,1,5,0,1,0,0
random_05,46,98.92536320032835,53,True,10,10,10,0,0,0,5,5,0,0,0
random_06,46,97.2042297936869,52,True,6,6,5,1,1,1,5,0,1,0,0
random_07,46,97.10630048860857,52,True,7,7,6,1,1,1,5,1,1,0,0
random_08,46,98.92536320032835,53,True,10,10,10,0,0,0,4,6,0,0,0
random_09,46,96.71159433069381,51,True,9,9,8,1,1,2,5,3,1,0,0
random_10,46,98.92536320032835,53,True,10,10,10,0,0,0,5,5,0,0,0
random_11,46,96.71159433069381,51,True,9,9,8,1,1,2,4,4,1,0,0
random_12,46,97.2042297936869,52,True,6,6,5,1,1,1,5,0,1,0,0
random_13,46,97.2042297936869,52,True,6,6,5,1,1,1,5,0,1,0,0
random_14,46,96.71159433069381,51,True,9,9,8,1,1,2,5,3,1,0,0
random_15,46,98.92536320032835,53,True,10,10,10,0,0,0,5,5,0,0,0
random_16,46,97.2042297936869,52,True,6,6,5,1,1,1,5,0,1,0,0
random_17,46,97.2042297936869,52,True,6,6,5,1,1,1,5,0,1,0,0
random_18,46,97.2042297936869,52,True,6,6,5,1,1,1,5,0,1,0,0
random_19,46,98.92536320032835,53,True,10,10,10,0,0,0,5,5,0,0,0
ascending,47,97.73385169205946,51,True,13,13,12,1,1,2,7,5,1,0,0
descending,47,99.70181834556121,55,True,12,12,12,0,0,0,5,7,0,0,0
random_00,47,97.97164258668373,53,True,12,12,11,1,1,2,7,4,1,0,0
random_01,47,97.97164258668373,53,True,12,12,11,1,1,2,6,5,1,0,0
random_02,47,97.47053736158571,52,True,14,14,13,1,1,2,8,5,1,0,0
random_03,47,97.97164258668373,53,True,12,12,11,1,1,2,9,2,1,0,0
random_04,47,97.73385169205946,51,True,13,13,12,1,1,2,8,4,1,0,0
random_05,47,97.47053736158571,52,True,14,14,13,1,1,2,9,4,1,0,0
random_06,47,97.97164258668373,53,True,12,12,11,1,1,2,6,5,1,0,0
random_07,47,97.47053736158571,52,True,14,14,13,1,1,2,8,5,1,0,0
random_08,47,99.70181834556121,55,True,12,12,12,0,0,0,4,8,0,0,0
random_09,47,97.97164258668373,53,True,12,12,11,1,1,2,7,4,1,0,0
